rank	id	score	severity_hint	confidence_hint	category	rule	path	line	column	function	async	hot	loop	test	excerpt	message
15779	C-8bd5005169d650ff08f0	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	616	1	default	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15780	C-7406a9d3dac8682b5989	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	625	1	rustls_store	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15781	C-7990c6646e316361910e	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	646	1	rustls_der	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15782	C-d03418e7cfc85b319f91	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	650	1	rustls_der	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15783	C-8c9eaf52faedb8799e9d	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	700	1	supported_verify_schemes	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15784	C-183d4ef2595d2f010b94	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	707	1	supported_verify_schemes	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15785	C-01e3b420cdfaeb6086d1	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	720	1	new	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15786	C-ce7d006db49c8c00139b	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	785	1	fmt	0	0	0	0	#[cfg(test)]	Ignored or narrowly gated test may leave a production branch outside required CI.
15787	C-d7104977fd650f16c4c5	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	789	5	fmt	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15788	C-9db1a12e0dc71818e222	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	795	5	certificate_from_der_invalid	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15789	C-c41aad8fcb2ae2987b0f	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	801	5	certificate_from_pem_invalid	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15790	C-0ccfed26ca987df77df8	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	807	5	identity_from_pkcs12_der_invalid	0	0	0	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15791	C-81ff664f54605ebe49ab	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	813	5	identity_from_pkcs8_pem_invalid	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15792	C-5e8ada4f77b5ab7957ee	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	819	5	identity_from_pem_invalid	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15793	C-d517e45d16ee80a8c7da	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	864	5	certificates_from_pem_bundle	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15794	C-51b1591bbce16848f8f8	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	872	5	crl_from_pem	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15795	C-e132d71f471f2ed1e6ea	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	878	5	invalid_crl_from_pem	0	0	0	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15796	C-875dfb7da51bc01c81ec	64	medium	medium	concurrency	rust-blocking-fs	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	881	26	crl_from_pem_bundle	0	0	0	0	"let pem_bundle = std::fs::read(""tests/support/crl.pem"").unwrap();"	Synchronous filesystem operation may block an async/runtime worker.
15797	C-51bc188ea377e1e6baff	64	medium	medium	error-handling	rust-let-underscore	vendor/reqwest-0.13.3-ferrum-patched/src/util.rs	16	9	basic_auth	0	0	0	0	"let _ = write!(encoder, ""{username}:"");"	Discarded return value may hide persistence, cleanup, delivery, or task failures.
15798	C-e45197e493e13caead05	64	medium	medium	error-handling	rust-let-underscore	vendor/reqwest-0.13.3-ferrum-patched/src/util.rs	18	13	basic_auth	0	0	0	0	"let _ = write!(encoder, ""{password}"");"	Discarded return value may hide persistence, cleanup, delivery, or task failures.
15799	C-247407543a3a5e4615f3	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/util.rs	79	1	replace_headers	0	0	0	0	"#[cfg(feature = ""cookies"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15800	C-2f3828468838ee4d05ea	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/body.rs	1	1	<module>	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15801	C-81cc1af35540219d70a3	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/body.rs	23	5	<module>	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15802	C-00076d340895eb5b0734	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/body.rs	69	13	as_bytes	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15803	C-f2b5c2a1a1d4cfe20311	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/body.rs	77	13	to_js_value	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15804	C-3c940c6c2126924964c8	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/body.rs	86	5	to_js_value	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15805	C-e1502b694d4c21fdb6f3	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/body.rs	95	5	as_single	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15806	C-2e0f0d9367a0b7510613	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/body.rs	103	5	from_form	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15807	C-36f882af5788281e97bd	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/body.rs	118	13	is_empty	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15808	C-b1560b1f48732fe753c1	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/body.rs	128	13	try_clone	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15809	C-4ab10a1343c8fcf8e7b5	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/body.rs	197	1	default	0	0	0	0	#[cfg(test)]	Ignored or narrowly gated test may leave a production branch outside required CI.
15810	C-9610684f71f4aeb82f19	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/client.rs	38	10	js_fetch	0	0	0	0	/// use `Client::builder()`.	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15811	C-551dbc7505580573feb7	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/client.rs	52	9	new	0	0	0	0	Client::builder().build().unwrap_throw()	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15812	C-fe213988112269bd4a0b	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/client.rs	364	1	fmt_fields	0	0	0	0	#[cfg(test)]	Ignored or narrowly gated test may leave a production branch outside required CI.
15813	C-7394114648a52970a9de	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/client.rs	439	29	user_agent_header	0	0	0	0	let client = crate::Client::builder()	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15814	C-98f42ed6b8cf76953148	64	medium	medium	implementation-gap	rust-todo-comment	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/mod.rs	11	5	<module>	0	0	0	0	/// TODO	Explicit unfinished or workaround marker needs launch-readiness disposition.
15815	C-fcab700a121fd3820ffb	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/mod.rs	12	1	<module>	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15816	C-ce2c0cbb279041310344	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/multipart.rs	326	1	fmt_fields	0	0	0	0	#[cfg(test)]	Ignored or narrowly gated test may leave a production branch outside required CI.
15817	C-15ac52f3f90c4d062038	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/request.rs	7	1	<module>	0	0	0	0	"#[cfg(any(feature = ""query"", feature = ""form"", feature = ""json""))]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15818	C-8ef9ce72a1d67031bd30	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/request.rs	9	1	<module>	0	0	0	0	"#[cfg(feature = ""json"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15819	C-c40c4a9d9c83d45d643d	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/request.rs	15	1	<module>	0	0	0	0	"#[cfg(any(feature = ""form"", feature = ""json""))]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15820	C-3bf9a9c8ec9c959845a8	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/request.rs	170	5	from_parts	0	0	0	0	"#[cfg(feature = ""query"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15821	C-baf09976f6329b5bf8e1	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/request.rs	208	5	query	0	0	0	0	"#[cfg(feature = ""form"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15822	C-99b153dce7b600e8aba8	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/request.rs	230	5	form	0	0	0	0	"#[cfg(feature = ""json"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15823	C-797ff1dd940987033ba1	64	medium	medium	implementation-gap	rust-todo-comment	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/request.rs	287	9	timeout	0	0	0	0	/// TODO	Explicit unfinished or workaround marker needs launch-readiness disposition.
15824	C-f18b429e08573ccb183b	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/request.rs	288	5	timeout	0	0	0	0	"#[cfg(feature = ""multipart"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15825	C-43d0ac3c6a0602ee1067	64	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/request.rs	521	24	build_split	0	0	0	0	/// let response = reqwest::Client::new()	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
15826	C-c12b05d8ccf219657b6e	64	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/request.rs	554	13	try_clone	0	0	0	0	.ok()	Converting Result to Option erases the cause and can silently skip invalid or failed work.
15827	C-16763effed8a32b29938	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/response.rs	10	1	<module>	0	0	0	0	"#[cfg(feature = ""stream"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15828	C-2ca9b557cb1f321a1c65	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/response.rs	13	1	<module>	0	0	0	0	"#[cfg(feature = ""stream"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15829	C-1585f1bc6883101c5d90	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/response.rs	16	1	<module>	0	0	0	0	"#[cfg(feature = ""json"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15830	C-78bed2c936e93d58cf23	64	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/response.rs	70	13	content_length	0	0	0	0	.ok()?	Converting Result to Option erases the cause and can silently skip invalid or failed work.
15831	C-eb789df49de0abb9aa5c	64	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/response.rs	72	13	content_length	0	0	0	0	.ok()	Converting Result to Option erases the cause and can silently skip invalid or failed work.
15832	C-6f00a6d5a902980f1a91	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/response.rs	90	5	version	0	0	0	0	"#[cfg(feature = ""json"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15833	C-01f0fb2d2a76cfa5110e	64	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/response.rs	136	5	bytes	1	0	0	0	"#[cfg(feature = ""stream"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15834	C-52468ccaadcd21c36ab9	64	medium	medium	availability	rust-network-connect	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/connect.rs	23	28	<module>	0	0	0	0	/// use tokio_tungstenite::connect_async;	Network establishment needs connect timeout, cancellation, DNS policy, and address-rotation review.
15835	C-e576b4ca91e9b4f9f4d8	64	medium	medium	availability	rust-network-connect	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/connect.rs	28	30	<module>	0	0	0	0	/// let (stream, response) = connect_async(request).await.unwrap();	Network establishment needs connect timeout, cancellation, DNS policy, and address-rotation review.
15836	C-b1bdd08cfb51a26245c5	64	medium	medium	test-gap	rust-ignore-test	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/connect.rs	60	1	connect_async_with_config	1	1	0	0	"#[cfg(any(feature = ""native-tls"", feature = ""__rustls-tls""))]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15837	C-4fdc7f7f38eb65c5f594	64	medium	medium	test-gap	rust-ignore-test	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/handshake.rs	1	1	<module>	0	0	0	0	"#[cfg(feature = ""handshake"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15838	C-9de9673ca4b5def59192	64	medium	medium	test-gap	rust-ignore-test	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/handshake.rs	13	1	<module>	0	0	0	0	"#[cfg(feature = ""handshake"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15839	C-ec9326a6db3c090be47e	64	medium	medium	test-gap	rust-ignore-test	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/handshake.rs	57	1	poll	0	0	0	0	"#[cfg(feature = ""handshake"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15840	C-e06595624f7b7704e0aa	64	medium	medium	test-gap	rust-ignore-test	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/handshake.rs	60	1	poll	0	0	0	0	"#[cfg(feature = ""handshake"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15841	C-fc782e84a3264def601f	64	medium	medium	test-gap	rust-ignore-test	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/handshake.rs	66	1	poll	0	0	0	0	"#[cfg(feature = ""handshake"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15842	C-1b8636c255197057cafb	64	medium	medium	test-gap	rust-ignore-test	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/handshake.rs	68	1	poll	0	0	0	0	"#[cfg(feature = ""handshake"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15843	C-2a4abf7a12b2880f7877	64	medium	medium	test-gap	rust-ignore-test	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/handshake.rs	74	1	poll	0	0	0	0	"#[cfg(feature = ""handshake"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
15844	C-b102e6640dae0ea08268	64	medium	medium	test-gap	rust-ignore-test	vendor/tokio-tungstenite-0.29.0-ferrum-patched/src/handshake.rs	93	1	handshake	1	0	0	0	"#[cfg(feature = ""handshake"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
